"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2017-06-30,61639,"10025","NY","New York","New York","New York",0,1247000,0.0405540720961282,0.10168742821804,0.153774981495189,0.0979062776259203,0.0562702600492855,"2017-06","2017-Q2",1247000,0,"2017-06"
2017-06-30,84654,"60657","IL","Chicago","Cook","Chicago",1,329100,0.00396583282489323,0.0163681284743669,0.0365354330708661,0.0459416549104419,0.00233914276278924,"2017-06","2017-Q2",329100,0,"2017-06"
2017-06-30,84616,"60614","IL","Chicago","Cook","Chicago",2,415500,0.0223917322834646,0.0033808258874668,0.0351270553064275,0.0518514562343368,0.00576211358768486,"2017-02","2017-Q1",418400,-0.00693116634799235,"2016-12"
2017-06-30,93144,"79936","TX","El Paso","El Paso","El Paso",3,114700,-0.000871080139372822,0,0.0195555555555556,0.000349101149834441,-0.0124433755464555,"2007-12","2007-Q4",131100,-0.12509534706331,"2006-08"
2017-06-30,84640,"60640","IL","Chicago","Cook","Chicago",4,206700,0.00242483026188167,0,0.0465822784810127,0.0464762478558167,-0.0137523617964109,"2007-02","2007-Q1",237800,-0.130782169890664,"2003-06"
2017-06-30,91733,"77084","TX","Houston","Harris","Houston",5,158200,0.00957243139757498,0.0306188925081433,0.0121561100447857,0.078339088614104,0.0204562655020915,"2016-08","2016-Q3",161200,-0.0186104218362283,"2016-07"
2017-06-30,97564,"94109","CA","San Francisco","San Francisco","San Francisco",6,1147900,0.00288310326751704,0.014135524339606,0.0393879029337197,0.0946333063720901,0.034400060357775,"2016-02","2016-Q1",1155700,-0.00674915635545557,"2016-02"
2017-06-30,90668,"75070","TX","Dallas-Fort Worth","Collin","McKinney",7,315300,0.00382043935052531,0.0177533892834087,0.0786862812179268,0.0985187379728927,0.0442465902282265,"2017-06","2017-Q2",315300,0,"2017-06"
2017-06-30,62037,"11226","NY","New York","Kings","New York",8,658700,0.00795715378729916,0.0473843218317698,0.184499190793023,0.121060226428817,0.0438381413421591,"2017-06","2017-Q2",658700,0,"2017-06"
2017-06-30,91940,"77449","TX","Houston","Harris","Cypress",9,161000,0.0100376411543287,0.0373711340206186,0.0274409700063816,0.0851466141415793,0.0195962633802813,"2016-11","2016-Q4",162600,-0.00984009840098401,"2016-10"
2017-06-30,61630,"10016","NY","New York","New York","New York",10,1061200,0.0391696043869957,0.091544949598848,0.193835077061537,0.0909529947064458,0.0433980851850169,"2017-06","2017-Q2",1061200,0,"2017-06"
2017-06-30,71831,"32162","FL","The Villages","Sumter","The Villages",11,247900,-0.00120870265914585,0.00121163166397415,0.00854353132628153,0.0423181380203337,0.0000807135117433244,"2007-01","2007-Q1",253800,-0.0232466509062254,"2006-09"
2017-06-30,84646,"60647","IL","Chicago","Cook","Chicago",12,335400,0.00329045767274903,0.00902527075812274,0.0756895445798589,0.0852494498539553,0.00928206926525288,"2017-06","2017-Q2",335400,0,"2017-06"
2017-06-30,74242,"37211","TN","Nashville","Davidson","Nashville",13,226800,0.00844819919964429,0.0360895386021014,0.143721633888048,0.109661789415301,0.0429072298727682,"2017-06","2017-Q2",226800,0,"2017-06"
2017-06-30,96107,"90250","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Hawthorne",14,577000,0.00417681865645667,0.0154875043998592,0.0911497730711044,0.103391025663789,,"2017-06","2017-Q2",577000,0,"2017-06"
2017-06-30,74101,"37013","TN","Nashville","Davidson","Nashville",15,186600,0.0108342361863489,0.0378197997775306,0.130909090909091,0.0820471853231393,0.0228945644472043,"2017-06","2017-Q2",186600,0,"2017-06"
2017-06-30,84620,"60618","IL","Chicago","Cook","Chicago",16,334600,0.00179640718562874,-0.00149209191286183,0.0323974082073434,0.0658025759054017,-0.00366099558614741,"2007-02","2007-Q1",351100,-0.0469951580746226,"2006-01"
2017-06-30,61703,"10128","NY","New York","New York","New York",17,1318300,0.0233659369663096,0.108001344763826,0.294100323942279,0.10439559671007,0.0476956066678438,"2017-06","2017-Q2",1318300,0,"2017-06"
2017-06-30,69816,"28269","NC","Charlotte","Mecklenburg","Charlotte",18,178800,0.00846023688663283,0.0205479452054795,0.0856102003642987,0.0581214647541777,0.0115513167325021,"2017-06","2017-Q2",178800,0,"2017-06"
2017-06-30,71067,"30349","GA","Atlanta","Clayton","Riverdale",19,114800,0.00967458223394899,-0.00777873811581677,0.154929577464789,0.12715205135812,-0.0190170124404383,"2006-04","2006-Q2",142300,-0.193253689388616,"2001-05"
2017-06-30,93123,"79912","TX","El Paso","El Paso","El Paso",20,169800,0.00176991150442478,0,0.0089126559714795,-0.00498922683373404,-0.0096552814842551,"2007-12","2007-Q4",189700,-0.104902477596205,"2006-06"
2017-06-30,96027,"90046","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",21,1317200,0.00114007752527172,0.0161228110776826,0.0720273459754212,0.111652871214593,0.0250991200970703,"2017-06","2017-Q2",1317200,0,"2017-06"
2017-06-30,97771,"94565","CA","San Francisco","Contra Costa","Pittsburg",22,385900,0.00416341399947957,0.0152591423309655,0.0991170606664768,0.178995844869282,-0.0138823136957652,"2006-08","2006-Q3",468000,-0.17542735042735,"2004-12"
2017-06-30,61802,"10462","NY","New York","Bronx","New York",23,135400,0.0265352539802881,0.0729001584786054,0.21326164874552,0.0665713937417847,,"2017-06","2017-Q2",135400,0,"2017-06"
2017-06-30,61796,"10456","NY","New York","Bronx","New York",24,341300,0.00323339212228101,0.0188059701492537,0.101323007421749,0.0427079061293627,,"2017-06","2017-Q2",341300,0,"2017-06"
2017-06-30,84615,"60613","IL","Chicago","Cook","Chicago",25,207200,0.00631374453618261,0.0146914789422135,0.0412060301507538,0.0329439811430265,-0.0138458665642847,"2007-12","2007-Q4",241400,-0.141673570836785,"2002-04"
2017-06-30,66133,"20009","DC","Washington","District of Columbia","Washington",26,564000,-0.00070871722182849,-0.0120861797162375,0.0528280754153444,0.0504323855957052,0.0239580178132577,"2017-03","2017-Q1",570900,-0.0120861797162375,"2017-02"
2017-06-30,66126,"20002","DC","Washington","District of Columbia","Washington",27,611500,-0.000980231988237216,-0.0116373040245676,0.04637234770705,0.100634622808716,,"2017-03","2017-Q1",618700,-0.0116373040245676,"2017-02"
2017-06-30,66843,"21234","MD","Baltimore","Baltimore","Parkville",28,203400,-0.00147275405007364,-0.0034296913277805,0.0231388329979879,0.0246308960119415,-0.0103054349438588,"2007-07","2007-Q3",225800,-0.0992028343666962,"2005-12"
2017-06-30,86026,"63376","MO","St. Louis","Saint Charles","Saint Peters",29,187700,-0.0177917320774464,-0.0198433420365535,0.0480178671133445,0.0436455226123615,0.00353057283991687,"2017-04","2017-Q2",192600,-0.0254413291796469,"2017-02"
2017-06-30,91685,"77036","TX","Houston","Harris","Houston",30,107800,0.0112570356472795,0.0812437311935808,-0.0270758122743682,0.0799024841122788,0.0232076863119974,"2016-08","2016-Q3",117300,-0.0809889173060529,"2016-06"
2017-06-30,70829,"30044","GA","Atlanta","Gwinnett","Lawrenceville",31,169100,0.0047534165181224,0.0156156156156156,0.0881595881595882,0.138513719839375,0.00349622317284792,"2017-06","2017-Q2",169100,0,"2017-06"
2017-06-30,61803,"10463","NY","New York","Bronx","New York",32,493400,0.0228026533996683,0.0451175598390172,0.185487746275829,0.0467130740173287,0.00795810746237624,"2008-11","2008-Q4",560700,-0.120028535758873,"2008-06"
2017-06-30,84630,"60629","IL","Chicago","Cook","Chicago",33,160700,-0.00310173697270471,-0.00802469135802469,0.0656498673740053,0.0668103792869847,-0.0350088760606013,"2006-08","2006-Q3",233300,-0.31118731247321,"2003-05"
2017-06-30,84627,"60625","IL","Chicago","Cook","Chicago",34,266300,0.00566465256797583,0.00566465256797583,0.0513225424397947,0.0537157246014459,-0.0144103191860363,"2007-10","2007-Q4",309800,-0.140413169786959,"2004-09"
2017-06-30,62017,"11206","NY","New York","Kings","New York",35,632600,0.0311328443357783,0.087128372572607,0.180444112707595,0.0898656881093041,0.0594436237737619,"2017-06","2017-Q2",632600,0,"2017-06"
2017-06-30,62040,"11230","NY","New York","Kings","New York",36,845200,0.000710395453469098,0.0158653846153846,0.114892494393879,0.101685675355246,0.0322724010703601,"2017-06","2017-Q2",845200,0,"2017-06"
2017-06-30,62020,"11209","NY","New York","Kings","New York",37,731100,0.0313161235717309,0.0794330429647128,0.211031969521285,0.0807283275001018,0.0332766537157572,"2017-06","2017-Q2",731100,0,"2017-06"
2017-06-30,62012,"11201","NY","New York","Kings","New York",38,1116300,0.0387084767842189,0.12905835946192,0.214425587467363,0.124661496684847,0.0816987161233622,"2017-06","2017-Q2",1116300,0,"2017-06"
2017-06-30,92551,"78613","TX","Austin","Williamson","Cedar Park",39,272300,0.00220831799779168,0.0168035847647498,0.0788431061806656,0.0787488522862783,0.0332147936044227,"2017-06","2017-Q2",272300,0,"2017-06"
2017-06-30,62023,"11212","NY","New York","Kings","New York",40,399400,0.00402212166918049,0.0398333767248112,0.19903932752927,0.0782798748104534,0.00767534715296114,"2017-06","2017-Q2",399400,0,"2017-06"
2017-06-30,74126,"37042","TN","Clarksville","Montgomery","Clarksville",41,125900,0.00478850758180367,0.00962309542902967,0.00881410256410256,0.00914139324858199,0.0165890974522196,"2017-06","2017-Q2",125900,0,"2017-06"
2017-06-30,90823,"75287","TX","Dallas-Fort Worth","Dallas","Dallas",42,316800,-0.00126103404791929,0.00126422250316056,0.0663076405250757,0.083447716706559,0.0349011906532211,"2017-05","2017-Q2",317200,-0.00126103404791929,"2017-04"
2017-06-30,94748,"85032","AZ","Phoenix","Maricopa","Phoenix",43,241200,0.0075187969924812,0.0198731501057082,0.072,0.118635693326204,-0.0031375420472155,"2006-04","2006-Q2",259400,-0.0701619121048574,"2005-10"
2017-06-30,92271,"78130","TX","San Antonio","Comal","New Braunfels",44,198000,0.00354789660415611,0.00917431192660551,0.0801963993453355,0.0622453110483672,0.0315725516095111,"2017-06","2017-Q2",198000,0,"2017-06"
2017-06-30,62025,"11214","NY","New York","Kings","New York",45,659600,0.0118116275502378,0.0441665347475067,0.147529575504523,0.0785683229891232,0.0364954354736318,"2017-06","2017-Q2",659600,0,"2017-06"
2017-06-30,92481,"78521","TX","Brownsville","Cameron","Brownsville",46,71300,0.00281293952180028,0.0258992805755396,0.0705705705705706,0.0221572993611956,0.0283716047675138,"2017-06","2017-Q2",71300,0,"2017-06"
2017-06-30,70828,"30043","GA","Atlanta","Gwinnett","Lawrenceville",47,214000,0.00753295668549906,0.0209923664122137,0.0968733982573039,0.0983143028726807,0.00892784608515984,"2017-06","2017-Q2",214000,0,"2017-06"
2017-06-30,70874,"30096","GA","Atlanta","Gwinnett","Duluth",48,200700,0.00601503759398496,0.0192991366175724,0.0772946859903382,0.106319700048348,0.00861581753147345,"2017-06","2017-Q2",200700,0,"2017-06"
2017-06-30,67732,"23464","VA","Virginia Beach","Virginia Beach City","Virginia Beach",49,255800,0.00471327572663001,0.0158856235107228,0.0470732705689726,0.0259911257944914,-0.00375249457503801,"2007-03","2007-Q1",266300,-0.0394292151708599,"2005-12"
2017-06-30,97711,"94501","CA","San Francisco","Alameda","Alameda",50,922200,0.00173799695850532,0.0076486013986014,0.0735739231664726,0.124585190600686,0.0331137285334475,"2017-06","2017-Q2",922200,0,"2017-06"
2017-06-30,60545,"07030","NJ","New York","Hudson","Hoboken",51,750100,-0.00212850871358255,0.00522648083623693,0.10049882629108,0.0997418444883216,0.0401932567351437,"2017-04","2017-Q2",751800,-0.00226123969140729,"2017-04"
2017-06-30,84621,"60619","IL","Chicago","Cook","Chicago",52,145500,0.00761772853185596,0.0111188325225851,0.0956325301204819,0.0311686040393175,-0.0184037532421566,"2007-09","2007-Q3",176300,-0.1747022121384,"2005-03"
2017-06-30,89925,"73099","OK","Oklahoma City","Canadian","Yukon",53,158300,-0.000631313131313131,0.00444162436548223,0.00635727908455181,0.0294742622378039,,"2016-11","2016-Q4",158700,-0.00252047889098929,"2016-11"
2017-06-30,97565,"94110","CA","San Francisco","San Francisco","San Francisco",54,1344900,-0.000297331450234149,0.0056830927989232,0.0918168533852898,0.13079359360421,0.0546583319100469,"2017-04","2017-Q2",1346400,-0.00111408199643494,"2017-04"
2017-06-30,69823,"28277","NC","Charlotte","Mecklenburg","Charlotte",55,330300,0.00303674460977832,0.00885766646304215,0.0549345257106356,0.0638372467519288,0.01673104918824,"2017-06","2017-Q2",330300,0,"2017-06"
2017-06-30,90795,"75243","TX","Dallas-Fort Worth","Dallas","Dallas",56,191700,0.00682773109243697,0.0251336898395722,0.178966789667897,0.113873987393821,0.0403263221338344,"2017-06","2017-Q2",191700,0,"2017-06"
2017-06-30,96015,"90034","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",57,1043800,0.00616926932716406,0.0199335548172757,0.0744209984559959,0.109015094236967,0.0309041722383967,"2017-06","2017-Q2",1043800,0,"2017-06"
2017-06-30,72463,"33160","FL","Miami-Fort Lauderdale","Miami-Dade","Sunny Isles Beach",58,332100,-0.00389922015596881,-0.0323426573426573,-0.0489690721649485,0.076424986465033,-0.00797921501743337,"2006-08","2006-Q3",401900,-0.17367504354317,"2005-08"
2017-06-30,72442,"33139","FL","Miami-Fort Lauderdale","Miami-Dade","Miami Beach",59,360300,-0.00743801652892562,-0.0296256396444923,-0.026742301458671,0.0783464261772195,0.00052887346961028,"2017-01","2017-Q1",377900,-0.0465731675046309,"2016-04"
2017-06-30,77007,"44107","OH","Cleveland","Cuyahoga","Lakewood",60,157300,0.0076873798846893,0.0348684210526316,0.159174649963154,0.0691485872456048,0.0181536810129133,"2017-06","2017-Q2",157300,0,"2017-06"
2017-06-30,91889,"77379","TX","Houston","Harris","Tomball",61,220800,0.0179806362378976,0.0400376825247292,-0.0315789473684211,0.0487934445698484,0.0178475463753183,"2016-03","2016-Q1",234200,-0.0572160546541418,"2015-04"
2017-06-30,62088,"11377","NY","New York","Queens","New York",62,530000,0.0321324245374878,0.0964004964832437,0.266730401529637,0.140801313110185,0.0562588771019916,"2017-06","2017-Q2",530000,0,"2017-06"
2017-06-30,96025,"90044","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",63,402400,0.0095333667837431,0.0323242688558235,0.143181818181818,0.127029572065624,-0.00617189456354572,"2007-04","2007-Q2",431400,-0.0672229949003245,"2006-06"
2017-06-30,72578,"33411","FL","Miami-Fort Lauderdale","Palm Beach","Royal Palm Beach",64,270700,0.00856929955290611,0.0249905338886785,0.0640723270440252,0.128964743826049,-0.00436332664898675,"2006-03","2006-Q1",327500,-0.173435114503817,"2005-04"
2017-06-30,62044,"11234","NY","New York","Kings","New York",65,563800,0.00642627632988218,0.0339262791124152,0.137152077450585,0.0652106967895474,0.0142111160675715,"2017-06","2017-Q2",563800,0,"2017-06"
2017-06-30,96193,"90650","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Norwalk",66,445000,0.0036084799278304,0.0148232611174458,0.0620525059665871,0.0915285889321089,-0.00660733491371224,"2006-11","2006-Q4",482700,-0.0781023409985498,"2005-11"
2017-06-30,96239,"90805","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Long Beach",67,420200,0.00430210325047801,0.0098534006248498,0.0711190415498343,0.107232775883543,-0.00770679018753273,"2006-09","2006-Q3",458800,-0.0841325196163906,"2005-11"
2017-06-30,62018,"11207","NY","New York","Kings","New York",68,376700,0.00292864749733759,0.0192099567099567,0.0762857142857143,0.057823487338885,0.00223046482569589,"2017-06","2017-Q2",376700,0,"2017-06"
2017-06-30,90665,"75067","TX","Dallas-Fort Worth","Denton","Lewisville",69,222200,0.00770975056689342,0.0164684354986276,0.108229426433915,0.0879208651226264,0.0411223270429584,"2017-06","2017-Q2",222200,0,"2017-06"
2017-06-30,84619,"60617","IL","Chicago","Cook","Chicago",70,119600,-0.00499168053244592,-0.00416319733555371,0.0537444933920705,0.0143064747082113,-0.0296487216921026,"2007-03","2007-Q1",163800,-0.26984126984127,"2004-01"
2017-06-30,76953,"44035","OH","Cleveland","Lorain","Elyria",71,92600,0.00108108108108108,0.00981461286804798,0.0439684329199549,0.0266230040567936,-0.0186658365617546,"2006-09","2006-Q3",114600,-0.191972076788831,"2000-02"
2017-06-30,67730,"23462","VA","Virginia Beach","Virginia Beach City","Virginia Beach",72,198800,0.00302724520686176,0.0127356087620988,0.0311203319502075,0.0243133042104107,-0.00645493356410642,"2007-09","2007-Q3",213900,-0.0705937353903693,"2006-03"
2017-06-30,65810,"19143","PA","Philadelphia","Philadelphia","Philadelphia",73,72400,0.00695410292072323,0.0254957507082153,0.122480620155039,0.0396770593373517,0.00808281285519996,"2009-03","2009-Q1",74000,-0.0216216216216216,"2008-12"
2017-06-30,79054,"48197","MI","Ann Arbor","Washtenaw","Ypsilanti",74,195200,0.00566718186501803,0.012448132780083,0.0844444444444444,0.091495258968322,0.00741450796643583,"2005-07","2005-Q3",201400,-0.0307845084409136,"2004-03"
2017-06-30,92617,"78704","TX","Austin","Travis","Austin",75,517900,-0.00518632347291587,0.0011598685482312,0.0654186381403004,0.0937292550522635,0.0595949688448123,"2017-04","2017-Q2",524700,-0.0129597865446922,"2017-04"
2017-06-30,96990,"92683","CA","Los Angeles-Long Beach-Anaheim","Orange","Westminster",76,617600,0.00684708183893055,0.017798286090969,0.0740869565217391,0.0889157480777332,0.00203025987190442,"2006-06","2006-Q2",641800,-0.0377064506076659,"2006-01"
2017-06-30,61148,"08701","NJ","New York","Ocean","Lakewood Township",77,299500,-0.00597411218055095,-0.0186762778505898,0.00435949027498323,0.0557915529966913,0.00110856557726535,"2006-03","2006-Q1",319300,-0.0620106482931412,"2005-05"
2017-06-30,95048,"85710","AZ","Tucson","Pima","Tucson",78,165000,0.00303951367781155,0.0172626387176326,0.0919920582395764,0.0589672460959578,-0.017619502840077,"2006-05","2006-Q2",204600,-0.193548387096774,"2005-04"
2017-06-30,87074,"66062","KS","Kansas City","Johnson","Olathe",79,230400,0,0.00392156862745098,0.0554283096655978,0.0452089403226104,0.0170304685972493,"2017-06","2017-Q2",230400,0,"2017-06"
2017-06-30,92654,"78745","TX","Austin","Travis","Austin",80,274400,-0.00363108206245461,0.000729394602479942,0.0837282780410742,0.110741804286226,0.0568849432042293,"2017-04","2017-Q2",276400,-0.00723589001447178,"2017-04"
2017-06-30,98325,"95630","CA","Sacramento","Sacramento","Folsom",81,505100,0.00517412935323383,0.0195801372628179,0.0687685146000846,0.0891257675267243,0.00884991825652248,"2006-01","2006-Q1",528900,-0.0449990546417092,"2005-07"
2017-06-30,96545,"91910","CA","San Diego","San Diego","Chula Vista",82,484200,0.0100125156445557,0.0215189873417722,0.0516941789748045,0.0909005446808699,-0.0041182956360849,"2006-05","2006-Q2",546300,-0.113673805601318,"2004-09"
2017-06-30,96007,"90026","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",83,862100,0.00524720149253731,0.0329499161274862,0.100459535358693,0.110179899740723,0.0327177995370169,"2017-06","2017-Q2",862100,0,"2017-06"
2017-06-30,61790,"10314","NY","New York","Richmond","New York",84,493300,0.0164846486709252,0.054961505560308,0.139260969976905,0.0650297098636869,0.0166772248419387,"2017-06","2017-Q2",493300,0,"2017-06"
2017-06-30,95306,"87111","NM","Albuquerque","Bernalillo","Albuquerque",85,255100,0.00275157232704402,0.00631163708086785,0.103373702422145,0.0408688049948283,-0.00228386621731302,"2007-09","2007-Q3",262100,-0.0267073636016787,"2006-12"
2017-06-30,97764,"94558","CA","Napa","Napa","Napa",86,621300,0.00339147286821705,0.0137053352912384,0.0673423810341866,0.118130128051031,0.00502933071056355,"2006-02","2006-Q1",621700,-0.000643397136882741,"2006-02"
2017-06-30,62026,"11215","NY","New York","Kings","New York",87,1205200,0.0185936443542934,0.103359882816076,0.250077792760087,0.12911563544189,0.0786818754711176,"2017-06","2017-Q2",1205200,0,"2017-06"
2017-06-30,99534,"98052","WA","Seattle","King","Redmond",88,778300,0.0234056541748849,0.0745547425100097,0.195728990628361,0.133689954222964,0.0401368939948348,"2017-06","2017-Q2",778300,0,"2017-06"
2017-06-30,70810,"30024","GA","Atlanta","Gwinnett","Suwanee",89,325800,0.000307031010132023,0.00555555555555556,0.0536869340232859,0.0858752335400677,0.0129374904430499,"2017-06","2017-Q2",325800,0,"2017-06"
2017-06-30,71864,"32210","FL","Jacksonville","Duval","Jacksonville",90,119700,0.00503778337531486,0.0301204819277108,0.153179190751445,0.109177175415891,-0.0190594814414902,"2007-05","2007-Q2",145300,-0.17618719889883,"2005-07"
2017-06-30,60081,"06010","CT","Hartford","Hartford","Bristol",91,174000,0.00172711571675302,0.00288184438040346,0.00519930675909879,-0.00171527596807575,-0.0225157223838387,"2007-04","2007-Q2",219200,-0.206204379562044,"2004-05"
2017-06-30,62032,"11221","NY","New York","Kings","New York",92,1033600,0.0118453255017132,0.0361904761904762,0.0968905868619336,0.203603314738728,0.0842307459344687,"2017-06","2017-Q2",1033600,0,"2017-06"
2017-06-30,72363,"33025","FL","Miami-Fort Lauderdale","Broward","Miramar",93,208300,0.0116561437591064,0.0347739692001987,0.0945874934314241,0.145309482729976,,"2017-06","2017-Q2",208300,0,"2017-06"
2017-06-30,84612,"60610","IL","Chicago","Cook","Chicago",94,262300,0.0111796453353894,0.026614481409002,0.0632346980137819,0.0483918552501748,-0.00358809382813718,"2008-02","2008-Q1",283100,-0.0734722712822324,"2006-01"
2017-06-30,71005,"30281","GA","Atlanta","Henry","Stockbridge",95,146900,0.00754458161865569,0.0187239944521498,0.0817378497790869,0.0940985462555077,-0.00624688109040095,"2006-12","2006-Q4",157800,-0.0690747782002535,"2005-04"
2017-06-30,95804,"89108","NV","Las Vegas","Clark","Las Vegas",96,171200,0.0112226816302422,0.0331925165962583,0.110966904607398,0.181053300263229,-0.0323257356002464,"2006-06","2006-Q2",249300,-0.313277176093061,"2004-07"
2017-06-30,92336,"78240","TX","San Antonio","Bexar","San Antonio",97,168900,0.0131973605278944,0.0419494139420111,0.078544061302682,0.0576836599608583,0.0172846114744583,"2017-06","2017-Q2",168900,0,"2017-06"
2017-06-30,94820,"85225","AZ","Phoenix","Maricopa","Chandler",98,236800,0.00723096554657592,0.0180567497850387,0.075386012715713,0.118285275948909,-0.00117480569797712,"2006-03","2006-Q1",257600,-0.0807453416149068,"2005-09"
2017-06-30,91926,"77433","TX","Houston","Harris","Cypress",99,211900,0.0167946257197697,0.0387254901960784,-0.0437725631768953,0.044312282648421,0.020489370333348,"2016-03","2016-Q1",229400,-0.0762859633827376,"2014-11"
2017-06-30,58669,"02169","MA","Boston","Norfolk","Quincy",100,387500,0.00103332472229398,0.000774793388429752,0.0830072666294019,0.0664585822181183,0.0162536198756413,"2017-06","2017-Q2",387500,0,"2017-06"
2017-06-30,72347,"33009","FL","Miami-Fort Lauderdale","Broward","Hallandale",101,200400,-0.00149476831091181,0.00754147812971342,0.0530740935365213,0.101121935952417,-0.0158008502924176,"2006-01","2006-Q1",272900,-0.265665078783437,"2005-01"
2017-06-30,64180,"15601","PA","Pittsburgh","Westmoreland","Greensburg",102,144500,0.000692520775623269,-0.00207182320441989,0.0440751445086705,0.0263163438518226,0.0133125328881625,"2017-03","2017-Q1",144800,-0.00207182320441989,"2017-02"
2017-06-30,97431,"93722","CA","Fresno","Fresno","Fresno",103,226600,0.000441501103752759,0.00890471950133571,0.0821394460362942,0.102203429053837,-0.0174073026294126,"2006-05","2006-Q2",307600,-0.26332899869961,"2004-09"
2017-06-30,79040,"48180","MI","Detroit","Wayne","Taylor",104,89100,0.00564334085778781,0.0136518771331058,0.117942283563363,0.0961597770342517,-0.0230495929978112,"2005-08","2005-Q3",123200,-0.276785714285714,"1999-07"
2017-06-30,92341,"78245","TX","San Antonio","Bexar","San Antonio",105,152200,0.0201072386058981,0.0725863284002819,0.106909090909091,0.0606212388399656,0.0225315958203214,"2017-06","2017-Q2",152200,0,"2017-06"
2017-06-30,65133,"17603","PA","Lancaster","Lancaster","Lancaster",106,146400,0.00342700479780672,0.0117484450587422,0.0472103004291846,0.0207694217727359,0.00305621512432008,"2017-06","2017-Q2",146400,0,"2017-06"
2017-06-30,98304,"95608","CA","Sacramento","Sacramento","Carmichael",107,374500,0.00375234521575985,0.0254654983570646,0.075531303848363,0.0956388602625651,-0.00488611157800378,"2005-12","2005-Q4",445000,-0.158426966292135,"2004-09"
2017-06-30,94890,"85308","AZ","Phoenix","Maricopa","Glendale",108,269800,0.00521609538002981,0.0154309371471585,0.0551427454047712,0.0985931202750174,-0.00678224239499281,"2006-01","2006-Q1",317000,-0.148895899053628,"2005-07"
2017-06-30,97740,"94533","CA","Vallejo","Solano","Fairfield",109,342400,0.00913645741231948,0.0282282282282282,0.140572951365756,0.16493092317809,-0.00955409245874461,"2006-04","2006-Q2",425900,-0.196055412068561,"2004-11"
2017-06-30,84613,"60611","IL","Chicago","Cook","Chicago",110,320300,0.00596733668341709,0.022995847971894,0.0338928340865074,0.0436433303410066,0.00372814397293664,"2009-04","2009-Q2",345900,-0.0740098294304712,"2008-12"
2017-06-30,63776,"14850","NY","Ithaca","Tompkins","Ithaca",111,258600,0.0193141505715412,0.0650741350906096,0.081555834378921,0.0566755150084686,0.0341717147407095,"2017-06","2017-Q2",258600,0,"2017-06"
2017-06-30,95309,"87114","NM","Albuquerque","Bernalillo","Albuquerque",112,214200,0.0142045454545455,0.0382937469704314,0.129151291512915,0.0399489532157939,-0.00503952769815019,"2007-08","2007-Q3",226000,-0.052212389380531,"2006-09"
2017-06-30,72362,"33024","FL","Miami-Fort Lauderdale","Broward","Pembroke Pines",113,241500,0.00919348098620978,0.0311699402220325,0.119610570236439,0.141327118185282,-0.00886840465151062,"2006-06","2006-Q2",280000,-0.1375,"2005-07"
2017-06-30,93203,"80013","CO","Denver","Arapahoe","Aurora",114,309300,0.00519987000324992,0.0184392492591373,0.103067047075606,0.126631957116439,0.0464096511145264,"2017-06","2017-Q2",309300,0,"2017-06"
2017-06-30,66705,"20906","MD","Washington","Montgomery","Silver Spring",115,328900,0.00121765601217656,-0.000607718018839259,0.0395069532237674,0.0502460726386826,-0.0170460698594574,"2007-03","2007-Q1",394200,-0.165651953323186,"2005-02"
2017-06-30,74156,"37075","TN","Nashville","Sumner","Hendersonville",116,259500,0.00348027842227378,0.0113016367887763,0.0862285475094182,0.0661327704117207,0.0272625714870625,"2017-06","2017-Q2",259500,0,"2017-06"
2017-06-30,62022,"11211","NY","New York","Kings","New York",117,1091300,0.00599188790560472,0.0209561231172233,0.0526671168129642,0.132077109632474,,"2016-09","2016-Q3",1107100,-0.0142715201878782,"2016-08"
2017-06-30,96047,"90066","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",118,1235800,0.00594220594220594,0.0219980152166722,0.0690311418685121,0.132081180396995,0.0411104708243086,"2017-06","2017-Q2",1235800,0,"2017-06"
2017-06-30,62085,"11373","NY","New York","Queens","New York",119,475300,0.0305724197745013,0.0959188379063869,0.309005783530708,0.114595758046472,,"2017-06","2017-Q2",475300,0,"2017-06"
2017-06-30,62093,"11385","NY","New York","Queens","New York",120,644100,0.00892857142857143,0.0358636217433258,0.156581073801401,0.0923696207596929,0.0249938666502976,"2017-06","2017-Q2",644100,0,"2017-06"
2017-06-30,94870,"85281","AZ","Phoenix","Maricopa","Tempe",121,220900,0.00959780621572212,0.024582560296846,0.0765107212475633,0.117946544911578,-0.00625297880711606,"2006-08","2006-Q3",240400,-0.0811148086522463,"2005-12"
2017-06-30,76971,"44060","OH","Cleveland","Lake","Mentor",122,164000,-0.000609384521633151,0.00183262064752596,0.0307982401005657,0.033186079963893,-0.0022285372160048,"2006-06","2006-Q2",173200,-0.0531177829099307,"2003-11"
